Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME ,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link
SITE 3,Reef.18,4,M35,Mcapitata,20180910,1588,4,HTAC,High,Ambient,TP6,Molecular,13:00,NA,20180929,Alive,"re-extracted (265, 266, 615, 616, 655, 656); green columns used for DNA, DNA/RNA shield used as wash for DNA (265, 266)",In Freezer at URI,20181219,20191206,MS,"655, 656",10.65,12.75,8.3,YES,14.3,8.59,NA,90,90,95,95,0.9585,1.287,1.21125,0.81605,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,
SITE 5,Reef.35.36,3,M22,Mcapitata,20180906,1705,9,HTAC,High,Ambient,TP6,Molecular,13:03,NA,20180929,Alive,,In Freezer at URI,20181219,20190801,ES,"227, 228",16.2,60,8.7,YES,11.85,27.2,8.5,90,90,95,95,1.458,1.0665,5.7,2.584,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 5,Reef.35.36,5,P46,Pacuta,20180906,1744,9,HTAC,High,Ambient,TP6,Molecular,13:04,NA,20180929,Alive,,In Freezer at URI,20181219,20190807,ES,"309, 310",27.4,83.6,8.4,YES,21.8,40.3,8.2,90,90,95,95,2.466,1.962,7.942,3.8285,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 2,HIMB,6,P59,Pacuta,20180905,1240,4,HTAC,High,Ambient,TP6,Physiology,12:18,Run 3,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,5,P44,Pacuta,20180907,1319,4,HTAC,High,Ambient,TP6,Physiology,12:18,Run 3,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,M75,Mcapitata,20180908,1333,4,HTAC,High,Ambient,TP6,Physiology,12:18,Run 3,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,P38,Pacuta,20180907,1553,7,HTAC,High,Ambient,TP6,Physiology,9:59,Run 1,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,M21,Mcapitata,20180907,1565,9,HTAC,High,Ambient,TP6,Physiology,14:35,Run 5,20180929,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,M20,Mcapitata,20180910,1593,4,HTAC,High,Ambient,TP6,Physiology,12:18,Run 3,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,M5,Mcapitata,20180904,1639,7,HTAC,High,Ambient,TP6,Physiology,9:59,Run 1,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,2,P13,Pacuta,20180905,1646,7,HTAC,High,Ambient,TP6,Physiology,9:59,Run 1,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,P27,Pacuta,20180906,1710,9,HTAC,High,Ambient,TP6,Physiology,14:35,Run 5,20180929,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,4,M38,Mcapitata,20180908,1724,9,HTAC,High,Ambient,TP6,Physiology,14:35,Run 5,20180929,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,M10,Mcapitata,20180905,1758,7,HTAC,High,Ambient,TP6,Physiology,9:59,Run 1,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,P55,Pacuta,20180905,2063,9,HTAC,High,Ambient,TP6,Physiology,14:35,Run 5,20180929,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,M60,Mcapitata,20180907,1278,4,HTAC,High,Ambient,TP7,Molecular,13:14,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190809,ES,"339, 340",32.6,25,8.8,YES,19.1,17.8,8.7,90,90,95,95,2.934,1.719,2.375,1.691,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-09-Soft-and-Hard-Homogenization-Extractions-%23333-342.md,
SITE 1,Lilipuna.Fringe,1,P9,Pacuta,20180908,1487,7,HTAC,High,Ambient,TP7,Molecular,13:23,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"317, 318",37.2,68.8,7.4,YES,36.1,33.9,7.3,90,90,95,95,3.348,3.249,6.536,3.2205,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 6,Reef.42.43,2,M19,Mcapitata,20180905,1645,7,HTAC,High,Ambient,TP7,Molecular,13:28,NA,20181006,Alive,"re-extracted (287, 288, 613, 614, 653, 654, 681, 682)",In Freezer at HIMB,TBD,20191209,ES,"681, 682",30.3,23.8,8.9,YES,20.5,14.3,NA,90,90,95,95,2.727,1.845,2.261,1.3585,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 5,Reef.35.36,5,M41,Mcapitata,20180906,1722,9,HTAC,High,Ambient,TP7,Molecular,13:08,NA,20181006,Alive,"re-extracted (283, 284, 607, 608)",In Freezer at HIMB,TBD,20191202,ES,"607, 608",26.4,37.1,8.9,YES,18.4,11.25,NA,90,90,95,95,2.376,1.656,3.5245,1.06875,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 3,Reef.18,4,P35,Pacuta,20180910,1728,4,HTAC,High,Ambient,TP7,Molecular,13:13,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190806,ES,"293, 294",108,77.9,8.1,YES,48.1,47.4,8.2,90,90,95,95,9.72,4.329,7.4005,4.503,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-06-Soft-and-Hard-Homogenization-Extractions-%23283-302.md,
SITE 2,HIMB,3,P29,Pacuta,20180905,2072,9,HTAC,High,Ambient,TP7,Molecular,13:10,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190814,MS,"343, 344",41.3,59.5,6.6,YES,20.2,24.6,NA,90,90,95,95,3.717,1.818,5.6525,2.337,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-14-Soft-and-Hard-Homogenization-Extractions-%23343-350.md,
SITE 2,HIMB,5,M45,Mcapitata,20180904,1234,4,HTAC,High,Ambient,TP7,Physiology,13:59,Run 3,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,5,M48,Mcapitata,20180905,1243,4,HTAC,High,Ambient,TP7,Physiology,13:59,Run 3,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,P46,Pacuta,20180908,1338,4,HTAC,High,Ambient,TP7,Physiology,13:59,Run 3,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,6,P56,Pacuta,20180906,1344,4,HTAC,High,Ambient,TP7,Physiology,13:59,Run 3,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,M28,Mcapitata,20180907,1483,7,HTAC,High,Ambient,TP7,Physiology,10:34,Run 1,20181006,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,P51,Pacuta,20180907,1490,7,HTAC,High,Ambient,TP7,Physiology,10:34,Run 1,20181006,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,P41,Pacuta,20180906,1573,7,HTAC,High,Ambient,TP7,Physiology,10:34,Run 1,20181006,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,7,M69,Mcapitata,20180907,1576,9,HTAC,High,Ambient,TP7,Physiology,16:54,Run 5,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M53,Mcapitata,20180904,1643,7,HTAC,High,Ambient,TP7,Physiology,10:34,Run 1,20181006,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,5,P47,Pacuta,20180907,1731,9,HTAC,High,Ambient,TP7,Physiology,16:54,Run 5,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,M58,Mcapitata,20180910,2404,9,HTAC,High,Ambient,TP7,Physiology,16:54,Run 5,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,P37,Pacuta,20180910,2416,9,HTAC,High,Ambient,TP7,Physiology,16:54,Run 5,20181006,Alive,,In Freezer at HIMB,TBD,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,M3,Mcapitata,20180905,1235,4,HTAC,High,Ambient,TP8,Molecular,13:16,NA,20181020,Alive,,In Freezer at URI,20181210,20190722,ES,"67, 68",34.7,23.1,7.7,YES,15.1,26.2,7.9,90,90,90,90,3.123,1.359,2.079,2.358,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 1,Lilipuna.Fringe,5,P50,Pacuta,20180908,1329,4,HTAC,High,Ambient,TP8,Molecular,13:15,NA,20181020,Alive,"re-extracted (261, 262, 641, 642); green columns used for DNA, DNA/RNA shield used as wash for DNA (261, 262); whole fragment melted 20200227 left out of freezer",In Freezer at URI,20181210,20191204,ES,"641, 642",41.7,48,8.7,YES,48.1,36.5,NA,90,90,95,95,3.753,4.329,4.56,3.4675,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,
SITE 6,Reef.42.43,1,P6,Pacuta,20180905,1765,7,HTAC,High,Ambient,TP8,Molecular,13:33,NA,20181020,Alive,,In Freezer at URI,20181210,20190725,ES,"119, 120",76,67.3,7.2,YES,50.5,37.4,6.7,90,90,95,95,6.84,4.545,6.3935,3.553,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 3,Reef.18,8,M72,Mcapitata,20180910,2386,7,HTAC,High,Ambient,TP8,Molecular,13:32,NA,20181020,Alive,,In Freezer at URI,20181210,20190718,ES,"7, 8",52,36.4,8.2,YES,36.1,31.4,7.8,90,90,90,90,4.68,3.249,3.276,2.826,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 3,Reef.18,4,M34,Mcapitata,20180910,2410,9,HTAC,High,Ambient,TP8,Molecular,13:27,NA,20181020,Alive,"re-extracted (179, 180, 547, 548, 635, 636); phys no weigh; need to confirm in tank",In Freezer at URI,20181210,20191204,ES,"635, 636",35.7,12.1,8.5,YES,18.2,8.64,NA,90,90,95,95,3.213,1.638,1.1495,0.8208,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 3,Reef.18,2,P15,Pacuta,20180910,2513,9,HTAC,High,Ambient,TP8,Molecular,13:26,NA,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI,20181210,20190722,ES,"65, 66",22.9,31.2,6.7,YES,12.55,22,6.5,90,90,90,90,2.061,1.1295,2.808,1.98,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-22-Soft-and-Hard-Homogenization-Extractions-%2353-72.md,
SITE 2,HIMB,1,P10,Pacuta,20180905,1275,4,HTAC,High,Ambient,TP8,Physiology,12:37,Run 3,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,M65,Mcapitata,20180908,1316,4,HTAC,High,Ambient,TP8,Physiology,12:37,Run 3,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,M28,Mcapitata,20180906,1494,7,HTAC,High,Ambient,TP8,Physiology,10:10,Run 1,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,P57,Pacuta,20180905,1606,4,HTAC,High,Ambient,TP8,Physiology,12:37,Run 3,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,P28,Pacuta,20180905,1772,7,HTAC,High,Ambient,TP8,Physiology,10:10,Run 1,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,P53,Pacuta,20180905,2062,9,HTAC,High,Ambient,TP8,Physiology,15:02,Run 5,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M25,Mcapitata,20180910,2164,4,HTAC,High,Ambient,TP8,Physiology,12:37,Run 3,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,M70,Mcapitata,20180905,2184,9,HTAC,High,Ambient,TP8,Physiology,15:02,Run 5,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,P62,Pacuta,20180905,2189,9,HTAC,High,Ambient,TP8,Physiology,15:02,Run 5,20181020,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M21,Mcapitata,20180910,2376,7,HTAC,High,Ambient,TP8,Physiology,10:10,Run 1,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,P31,Pacuta,20180910,2388,7,HTAC,High,Ambient,TP8,Physiology,10:10,Run 1,20181020,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,M70,Mcapitata,20180910,2407,9,HTAC,High,Ambient,TP8,Physiology,15:02,Run 5,20181020,Alive,phys no weigh; need to confirm in tank,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P64,Pacuta,20180906,1302,4,HTAC,High,Ambient,TP9,Molecular,13:36,NA,20181103,Alive,"EXT ID 163, 164; 539, 540",In Freezer at URI,20181127,20191111,ES,"539, 540",47.3,31.6,8.2,YES,15.55,18.3,7.4,90,90,95,95,4.257,1.3995,3.002,1.7385,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 1,Lilipuna.Fringe,2,M15,Mcapitata,20180908,1306,4,HTAC,High,Ambient,TP9,Molecular,13:36,NA,20181103,Alive,,In Freezer at URI,20181127,20190725,ES,"137, 138",37.3,26.6,8.4,YES,31.7,13.7,8.5,90,90,90,90,3.357,2.853,2.394,1.233,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 4,Reef.11.13,5,M45,Mcapitata,20180907,1467,7,HTAC,High,Ambient,TP9,Molecular,13:29,NA,20181103,Alive,"re-extracted (141, 142, 585, 586, 691, 692); RNA in 2 equal volume elutions for 141, 142",In Freezer at URI,20181127,20191210,ES,"691, 692",28.1,15.55,8.6,YES,12.75,8.57,NA,90,90,95,95,2.529,1.1475,1.47725,0.81415,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-26-Soft-and-Hard-Homogenization-Extractions-%23139-146.md,
SITE 4,Reef.11.13,5,P49,Pacuta,20180907,1486,7,HTAC,High,Ambient,TP9,Molecular,13:28,NA,20181103,Alive,,In Freezer at URI,20181127,20190720,ES,"35, 36",42.9,82.6,7.3,YES,37.2,48.1,7,90,90,90,90,3.861,3.348,7.434,4.329,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,
SITE 1,Lilipuna.Fringe,5,P48,Pacuta,20180908,1696,9,HTAC,High,Ambient,TP9,Molecular,13:25,NA,20181103,Alive,,In Freezer at URI,20181127,20190718,ES,"27, 28",28.9,40.2,9,YES,23.9,33.6,8.5,90,90,90,90,2.601,2.151,3.618,3.024,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 3,Reef.18,4,M39,Mcapitata,20180910,2412,9,HTAC,High,Ambient,TP9,Molecular,13:24,NA,20181103,Alive,,In Freezer at URI,20181127,20190731,ES,"193, 194",21.2,45.5,8.6,YES,15.15,28.2,8.6,90,90,95,95,1.908,1.3635,4.3225,2.679,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 4,Reef.11.13,7,M62,Mcapitata,20180907,1285,4,HTAC,High,Ambient,TP9,Physiology,12:28,Run 3,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,M12,Mcapitata,20180907,1286,4,HTAC,High,Ambient,TP9,Physiology,12:28,Run 3,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P61,Pacuta,20180906,1288,4,HTAC,High,Ambient,TP9,Physiology,12:28,Run 3,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,P52,Pacuta,20180907,1298,4,HTAC,High,Ambient,TP9,Physiology,12:28,Run 3,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,P26,Pacuta,20180907,1537,7,HTAC,High,Ambient,TP9,Physiology,10:06,Run 1,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,4,P37,Pacuta,20180906,1566,7,HTAC,High,Ambient,TP9,Physiology,10:06,Run 1,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,M53,Mcapitata,20180908,1584,7,HTAC,High,Ambient,TP9,Physiology,10:06,Run 1,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,M67,Mcapitata,20180908,1727,9,HTAC,High,Ambient,TP9,Physiology,15:05,Run 5,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,M61,Mcapitata,20180905,1760,7,HTAC,High,Ambient,TP9,Physiology,10:06,Run 1,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,8,M73,Mcapitata,20180905,2003,9,HTAC,High,Ambient,TP9,Physiology,15:05,Run 5,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,P7,Pacuta,20180905,2192,9,HTAC,High,Ambient,TP9,Physiology,15:05,Run 5,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,1,P3,Pacuta,20180910,2515,9,HTAC,High,Ambient,TP9,Physiology,15:05,Run 5,20181103,Alive,,In Transit to URI 20190207,,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,P24,Pacuta,20180905,1225,4,HTAC,High,Ambient,TP10,Molecular,13:14,NA,20181117,Alive,,In Freezer at URI,20181127,20190730,ES,"159, 160",43.3,106,7.2,YES,21.6,56.5,6.4,90,90,95,95,3.897,1.944,10.07,5.3675,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 1,Lilipuna.Fringe,4,M34,Mcapitata,20180908,1315,4,HTAC,High,Ambient,TP10,Molecular,13:14,NA,20181117,Alive,"re-extracted (191, 192, 551, 552, 625, 626)",In Freezer at URI,20181127,20191204,ES,"625, 626",43.7,23.7,8.5,YES,23.8,14.85,NA,90,90,95,95,3.933,2.142,2.2515,1.41075,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 4,Reef.11.13,7,M64,Mcapitata,20180907,1478,7,HTAC,High,Ambient,TP10,Molecular,13:26,NA,20181117,Alive,,In Freezer at URI,20181127,20190725,ES,"133, 134",47.5,38.3,8,YES,36,24.1,8.1,90,90,90,90,4.275,3.24,3.447,2.169,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 5,Reef.35.36,6,P52,Pacuta,20180906,1536,7,HTAC,High,Ambient,TP10,Molecular,13:28,NA,20181117,Alive,,In Freezer at URI,20181127,20190725,ES,"121, 122",79.5,61.6,7.8,YES,58.2,49.1,7.6,90,90,90,90,7.155,5.238,5.544,4.419,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-25-Soft-and-Hard-Homogenization-Extractions-119-138.md,
SITE 2,HIMB,3,M24,Mcapitata,20180904,1754,9,HTAC,High,Ambient,TP10,Molecular,13:35,NA,20181117,Alive,,In Freezer at URI,20181127,20190718,ES,"1, 2",27.8,15.4,8,YES,17.05,12.4,7.7,90,90,90,90,2.502,1.5345,1.386,1.116,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 2,HIMB,2,P18,Pacuta,20180905,2064,9,HTAC,High,Ambient,TP10,Molecular,13:35,NA,20181117,Alive,,In Freezer at URI,20181127,20190730,ES,"167, 168",28.9,69.6,8.1,YES,29.5,62.7,8,90,90,95,95,2.601,2.655,6.612,5.9565,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 4,Reef.11.13,3,M24,Mcapitata,20180907,1309,4,HTAC,High,Ambient,TP10,Physiology,12:22,Run 3,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M50,Mcapitata,20180908,1325,4,HTAC,High,Ambient,TP10,Physiology,12:22,Run 3,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,5,P48,Pacuta,20180907,1327,4,HTAC,High,Ambient,TP10,Physiology,12:22,Run 3,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,P43,Pacuta,20180906,1572,7,HTAC,High,Ambient,TP10,Physiology,9:56,Run 1,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,1,M5,Mcapitata,20180908,1586,7,HTAC,High,Ambient,TP10,Physiology,9:56,Run 1,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,1,M6,Mcapitata,20180906,1597,9,HTAC,High,Ambient,TP10,Physiology,15:14,Run 5,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,7,P65,Pacuta,20180906,1702,9,HTAC,High,Ambient,TP10,Physiology,15:14,Run 5,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,5,M48,Mcapitata,20180908,1725,9,HTAC,High,Ambient,TP10,Physiology,15:14,Run 5,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,8,P74,Pacuta,20180906,1738,9,HTAC,High,Ambient,TP10,Physiology,15:14,Run 5,20181117,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,P16,Pacuta,20180910,2156,4,HTAC,High,Ambient,TP10,Physiology,12:22,Run 3,20181117,Alive,was confused with 2150; frag accounted for at all BW timepoints and bleaching photo timepoints in Tank 4,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,M32,Mcapitata,20180910,2372,7,HTAC,High,Ambient,TP10,Physiology,9:56,Run 1,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,P62,Pacuta,20180910,2382,7,HTAC,High,Ambient,TP10,Physiology,9:56,Run 1,20181117,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,5,M43,Mcapitata,20180904,1248,4,HTAC,High,Ambient,TP11,Molecular,10:42,NA,20181215,Alive,In Tank 4 20181118; combined E1 and E2 elutions,In Transit to URI ,20190206,20191001,ES,"493, 494",15.45,14.4,8.6,YES,10.4,13.7,NA,100,90,95,95,1.3905,1.04,1.368,1.3015,Batch3,,
SITE 4,Reef.11.13,1,M6,Mcapitata,20180907,1562,9,HTAC,High,Ambient,TP11,Molecular,9:59,NA,20181215,Alive,In Tank 9 20181118,In Transit to URI ,20190206,20190926,ES,"467, 468",29.4,34.3,8.3,YES,18.35,20,8.6,90,90,95,95,2.646,1.6515,3.2585,1.9,Batch3,,
