accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	chem_administration	depth	elev	gravidity	host_age	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_product	host_body_temp	host_color	host_diet	host_disease	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_height	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_phenotype	host_sex	host_shape	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	isolation_source	misc_param	omics_observ_id	organism_count	oxy_stat_samp	perturbation	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	source_material_id	temp	description
SAMN21362794	Successfully loaded	2875_ATHC_ITS2	2875_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		83 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362794	We will automatically transform the attribute value(s) you provided as follows.	2875_ATHC_ITS2	2875_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		83 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362795	Successfully loaded	2860_ATHC_ITS2	2860_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		84 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362795	We will automatically transform the attribute value(s) you provided as follows.	2860_ATHC_ITS2	2860_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		84 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362796	Successfully loaded	1126_HTHC_ITS2	1126_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		85 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362796	We will automatically transform the attribute value(s) you provided as follows.	1126_HTHC_ITS2	1126_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		85 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362797	Successfully loaded	2204_HTHC_ITS2	2204_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		86 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 hour
SAMN21362797	We will automatically transform the attribute value(s) you provided as follows.	2204_HTHC_ITS2	2204_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		86 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 hour
SAMN21362798	Successfully loaded	1744_HTAC_ITS2	1744_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		87 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362798	We will automatically transform the attribute value(s) you provided as follows.	1744_HTAC_ITS2	1744_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		87 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362799	Successfully loaded	1580_ATAC_ITS2	1580_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		88 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362799	We will automatically transform the attribute value(s) you provided as follows.	1580_ATAC_ITS2	1580_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		88 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362800	Successfully loaded	1427_HTHC_ITS2	1427_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		89 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362800	We will automatically transform the attribute value(s) you provided as follows.	1427_HTHC_ITS2	1427_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		89 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362801	Successfully loaded	1090_HTHC_ITS2	1090_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		90 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362801	We will automatically transform the attribute value(s) you provided as follows.	1090_HTHC_ITS2	1090_HTHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		90 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 2 week
SAMN21362802	Successfully loaded	1323_HTHC_ITS2	1323_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		91 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 0 hour
SAMN21362802	We will automatically transform the attribute value(s) you provided as follows.	1323_HTHC_ITS2	1323_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		91 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 0 hour
SAMN21362803	Successfully loaded	1487_HTAC_ITS2	1487_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		92 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362803	We will automatically transform the attribute value(s) you provided as follows.	1487_HTAC_ITS2	1487_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		92 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362804	Successfully loaded	2878_ATHC_ITS2	2878_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		93 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362804	We will automatically transform the attribute value(s) you provided as follows.	2878_ATHC_ITS2	2878_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		93 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362805	Successfully loaded	2414_HTAC_ITS2	2414_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		94 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 0 hour
SAMN21362805	We will automatically transform the attribute value(s) you provided as follows.	2414_HTAC_ITS2	2414_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		94 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 0 hour
SAMN21362806	Successfully loaded	2409_ATHC_ITS2	2409_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		95 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362806	We will automatically transform the attribute value(s) you provided as follows.	2409_ATHC_ITS2	2409_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		95 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362807	Successfully loaded	1047_ATAC_ITS2	1047_ATAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		96 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 2 week
SAMN21362807	We will automatically transform the attribute value(s) you provided as follows.	1047_ATAC_ITS2	1047_ATAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		96 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 2 week
SAMN21362808	Successfully loaded	1595_HTHC_ITS2	1595_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		97 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362808	We will automatically transform the attribute value(s) you provided as follows.	1595_HTHC_ITS2	1595_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		97 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362809	Successfully loaded	1499_ATAC_ITS2	1499_ATAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		98 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 2 week
